HHID,DistrictID,VillageID,weight,z,zdelib,zinfo,zelite,zoinfo,zspill,tinfo,H100,H200,H300,H400,H500,H600,H101,H201,H301,H401,H501,H601,X1010,X1020,X1030,X1040,X1050,X1060,X1070,X1080,X1090,X1100,X1110,X1120,X1130,X1140,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100,X2110,X2120,X2130,X2140,X2150,X2160,X2170,X2180,X2190,X2200,X2210,X2220,X2230,X3010,X3020,X3030,X3040,X3050,X3060,X3070,X3080,X3090,X3100,X3110,X3120,X3130,X3140,X3150,X3160,X3170,X3180,X3190,X3200,X3210,X3220,X3230,X3240,X3250,X3260,X3270,X3280,X3290,X1,X2,X3,Xcitizen0,Xempsector0,X1011,X1021,X1031,X1041,X1051,X1061,X1071,X1081,X1091,X1101,X1111,X1121,X1131,X1141,X2011,X2021,X2031,X2041,X2051,X2061,X2071,X2081,X2091,X2101,X2111,X2121,X2131,X2141,X2151,X2161,X2171,X2181,X2191,X2201,X2211,X2221,X2231,X3011,X3021,X3031,X3041,X3051,X3061,X3071,X3081,X3091,X3101,X3111,X3121,X3131,X3141,X3151,X3161,X3171,X3181,X3191,X3201,X3211,X3221,X3231,X3241,X3251,X3261,X3271,X3281,X3291,Xcitizen1,Xempsector1,H610,H510,H520,H130,H140,H310,H320,H240,H330,H340,H350,H430,H440,H460,H260,H620,H630,H640,H650,H660,H670,H680,H690,consumption,H450,H370,H380,H110,H120,H210,H250,H360,H150,H220,H230,H410,H420,H530,H611,H511,H521,H131,H141,H311,H321,H241,H331,H341,H351,H431,H441,H461,H261,H621,H631,H641,H651,H661,H671,H681,H691,H451,H371,H381,H111,H121,H211,H251,H361,H151,H221,H231,H411,H421,H531,male,age,school,mod1,asst1,mod2,asst2,sample
130701,13,1307,18,0,0,0,,0.0,0.0,,-0.8343243025826812,-0.8122601138708179,-0.6369633061052286,0.5356986842116945,-0.9034450099443545,-0.9767073264358541,0.12599472818408686,0.9160545308708208,-0.14562944731177138,-0.6880559514976782,0.8249133826356553,0.9890415266875301,-99,-99,-99,-99,,-99,1,-99,-99,-99,-99,1,1,7,0,,0,0,0,0,0,1,,,,,,1,7,4,1,5,0,0,1,0,1,1,1,1,1,1,1,10,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,2,3,2,4,1,0,-1.4521889042556246,5.874205290487064,0.8734292439440027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,,,3.0,10.0,2.0,5.0,5.0,4.0,9,2,6,4,0,0,0,0,,,,0,5.874205290487064,2,3,4,2,2,3,4,1,,1.0,0.0,4,7,1.0,1,7,1,6,7,10.0,5.0,9.0,3.0,5.0,5.0,6,8,1,4,0,0,1,1,1,1,,0,1,5,5,7,1,7,7,1,9,0.0,0.0,0,0,9.0,0,38,17,,,,,"Citizens"
130702,13,1307,9,0,0,0,,0.0,0.0,,0.9504834990374929,-0.6116973271803892,1.28990955091865,0.07625626645949929,-0.11001428553384081,-0.9767073264358541,-1.356183617077397,-2.1211744171800513,-0.06468397862319578,-0.39164205324136925,0.8249133826356553,1.1981782205182019,-99,-99,1,1,-99,-99,0,0,-99,-99,0,1,1,7,1,5,1,0,1,1,0,1,1,,6,1,,2,7,4,1,5,0,7,7,2,0,,,,,0,0,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,4,0,1,-0.3273926908820698,6.686044660810283,-1.2121728584133378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,,,9.0,6.0,10.0,10.0,10.0,9.0,10,9,7,1,0,0,0,0,,,,0,6.686044660810283,1,5,5,7,4,4,1,7,,0.0,3.0,2,1,1.0,0,7,1,7,1,6.0,8.0,1.0,8.0,2.0,5.0,6,4,7,1,1,0,1,1,1,0,1,0,1,5,5,1,1,1,1,1,7,0.0,3.0,0,0,9.0,0,30,17,,,,,"Citizens"
130703,13,1307,5,0,0,0,,0.0,0.0,,1.774972269890899,0.7426569902378201,0.9406720506453045,0.02307225592758005,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,0.7174874155441147,-0.2953998066155739,-0.2595067208378075,2.015059469251426,0.9806448799682219,-99,-99,-99,1,0,-99,-99,-99,-99,-99,-99,1,0,0,1,6,0,0,1,0,0,1,,,2,,,1,7,4,1,1,1,0,7,0,1,1,1,1,1,1,1,10,2,2,2,4,1,3,3,,,,,,2,2,2,3,2,2,2,4,1,1,-1.1738883519069083,6.509415414817816,0.8067523905657414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,8.0,5.0,8.0,7.0,8.0,7,9,1,2,0,0,0,0,,,,0,6.509415414817816,2,5,4,7,7,7,7,7,,4.0,1.0,4,3,0.0,0,7,7,7,7,8.0,8.0,10.0,4.0,4.0,1.0,6,9,7,5,0,0,1,1,1,1,,0,1,5,5,7,1,7,1,1,9,2.0,0.0,0,0,9.0,0,59,0,,,,,"Citizens"
130704,13,1307,9,0,0,0,,0.0,0.0,,0.2927939246294147,0.3861874214618243,-1.409588666947023,0.11182369166377323,-0.6721408488576013,-0.9767073264358541,1.774972269890899,-0.9979957115607436,-0.34915067614051004,-0.290298472515385,0.4922346645260427,0.6601396727974058,-99,-99,1,1,1,-99,-99,-99,-99,-99,1,1,1,7,1,6,1,0,0,0,1,1,1,,,,1,2,7,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2,3,2,3,0,1,-0.5077223449298519,6.172078226556258,-0.6062469248985863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,0.0,0.0,10.0,0.0,10.0,0.0,10,10,7,5,0,0,0,0,,,,0,6.172078226556258,3,4,4,1,7,7,1,1,,0.0,0.0,0,0,0.0,1,7,1,7,7,8.0,9.0,6.0,6.0,8.0,4.0,10,10,1,5,1,0,1,1,1,0,0,0,3,4,2,7,7,1,1,1,8,0.0,0.0,0,0,7.0,0,48,17,,,,,"Citizens"
130705,13,1307,9,0,0,0,,0.0,0.0,,0.12599472818408686,0.3861874214618243,1.4624454362059471,-0.12785648416672918,-0.6721408488576013,-0.9767073264358541,0.2927939246294147,0.3861874214618243,0.12784435355795445,-0.5684584114486685,1.8487201101966195,0.6601396727974058,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,1,7,1,5,1,0,1,1,0,1,1,,5,1,,6,9,4,1,5,0,0,1,0,1,1,1,1,1,1,1,10,4,4,4,4,1,4,4,,,,,,,,2,2,2,2,2,4,1,1,-2.2596719674163324,6.378630017453063,1.8773547803830242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,0,0,0,0,,,,0,6.378630017453063,1,4,5,7,1,7,1,7,,0.0,0.0,0,0,0.0,1,7,7,7,1,8.0,7.0,10.0,3.0,4.0,2.0,8,6,1,5,1,0,1,1,1,0,0,0,2,5,5,1,7,7,1,7,8,0.0,0.0,0,0,8.0,0,32,17,,,,,"Citizens"
130706,13,1307,14,0,0,0,,0.0,0.0,,-0.6150944444466552,0.8513627457367567,1.1495506258811627,0.11182369166377323,-1.4664997312044175,-0.9767073264358541,0.2927939246294147,0.3861874214618243,-0.4225307631081078,-0.6064530788189663,2.015059469251426,2.3191596281285256,-99,-99,1,-99,,-99,-99,-99,-99,-99,-99,-99,1,7,1,6,0,0,1,0,0,1,,,1,,,1,7,1,1,5,0,0,0,0,1,0,0,0,0,0,0,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,0,1,-1.8805792583791157,5.745895331718695,-0.5767976892822131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,0,0,0,0,,,,0,5.745895331718695,3,5,5,4,1,7,4,1,,0.0,0.0,0,0,0.0,0,7,7,7,1,8.0,10.0,10.0,1.0,7.0,2.0,2,6,1,5,1,0,1,1,1,1,,1,3,5,3,1,7,7,1,1,9,0.0,0.0,0,0,9.0,0,36,17,,,,,"Citizens"
130707,13,1307,9,0,0,0,,0.0,0.0,,1.774972269890899,-1.422392537922733,-0.5635308969669307,-0.4078168871940614,1.6823807511418134,0.38991282652082904,-1.356183617077397,0.033289697760716656,-0.2504386202460941,-0.3003823620872086,2.015059469251426,0.6526759868246874,-99,-99,-99,1,1,-99,1,-99,-99,-99,-99,1,0,7,1,3,1,1,1,0,0,1,1,1,2,,,2,9,4,1,5,1,3,7,0,1,1,1,1,1,1,1,6,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,-0.8559321698207362,6.905686177937037,0.39450122935660303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,4.0,3.0,0.0,10.0,2.0,6,5,1,2,1,0,1,0,,,,0,6.905686177937037,4,4,4,7,7,5,1,1,,1.0,0.0,0,0,7.0,0,7,7,7,1,4.0,5.0,9.0,6.0,8.0,2.0,10,10,1,3,1,0,1,1,1,0,0,0,1,5,5,1,1,7,1,1,0,2.0,0.0,3,0,9.0,1,25,17,,,,,"Citizens"
130708,13,1307,14,0,0,0,,0.0,0.0,,-1.356183617077397,0.18168135544157296,0.08496052095168685,-0.12785648416672918,0.42634170455779347,-0.33742527397626776,0.12599472818408686,-0.1976593810298748,-0.5221269056615058,-0.6353230924693742,2.015059469251426,1.4601064193129116,1,-99,1,1,-99,-99,1,1,-99,-99,0,0,1,7,0,,1,0,0,0,1,1,2,,,,1,5,7,4,1,5,0,0,0,0,1,1,1,1,1,1,1,0,4,4,4,4,1,4,4,2,2,,,,,,2,4,2,2,2,4,1,1,-0.02211137314298753,6.327067001112037,1.6769170804374895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,,,5.0,1.0,10.0,10.0,10.0,5.0,10,10,7,1,1,0,0,0,,,,0,6.327067001112037,1,5,5,1,1,7,7,1,,0.0,0.0,0,0,9.0,0,7,7,7,7,1.0,1.0,5.0,8.0,8.0,2.0,7,9,1,5,1,0,1,1,1,1,,0,1,5,5,7,1,7,1,1,2,0.0,0.0,0,0,9.0,1,47,17,,,,,"Citizens"
130709,13,1307,5,0,0,0,,0.0,0.0,,0.2927939246294147,0.10247324281929508,1.6339170470519764,-0.5299786483458875,-0.6721408488576013,-0.9767073264358541,0.12599472818408686,0.3861874214618243,0.33139788788794433,-0.2067738618095037,2.1813988283062318,0.22648795185162982,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,1,1,7,1,4,1,1,0,0,0,1,1,1,,,,2,9,4,1,1,1,0,7,1,1,1,1,1,1,1,1,10,4,4,4,4,4,4,4,,,,,,,,2,2,2,2,1,4,1,1,-1.7943571765789477,6.724177254317931,2.05362426667619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,1,4,0,0,0,0,,,,0,6.724177254317931,1,5,5,1,7,7,1,7,,0.0,0.0,0,0,0.0,0,7,7,7,1,10.0,10.0,10.0,10.0,5.0,1.0,7,10,7,5,0,0,1,1,1,0,0,0,1,5,5,7,1,7,1,1,0,0.0,0.0,0,0,10.0,0,52,17,,,,,"Citizens"
130710,13,1307,9,0,0,0,,0.0,0.0,,0.12599472818408686,-0.46495511446576326,0.8194097628543476,0.23166377957902443,0.5180052377581691,0.3069071086343162,0.12599472818408686,-0.664736823023234,0.1848899789654018,-0.10322988178006558,2.015059469251426,1.1981782205182019,1,-99,1,1,1,-99,1,-99,-99,0,0,1,1,7,1,2,1,1,1,0,0,1,2,1,14,,,2,7,4,1,1,2,0,0,1,0,0,1,1,1,0,0,6,3,3,3,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0.40972689164761866,6.807063503634841,-0.3019810341072569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,2,1,1,0,0,,,,0,6.807063503634841,4,4,4,7,1,7,1,1,,0.0,0.0,0,0,0.0,0,7,7,7,1,7.0,4.0,1.0,8.0,9.0,5.0,8,10,1,5,1,0,1,1,1,0,1,0,5,5,5,7,1,7,1,1,2,0.0,0.0,0,0,9.0,1,34,17,,,,,"Citizens"
130801,13,1308,9,1,1,1,,0.0,0.0,1,1.033883097260157,-0.6495897477841508,0.768425890837518,0.6517570945337893,0.15955594641643012,-0.33742527397626776,0.12599472818408686,-0.7486692931082924,0.4081102535740251,-0.6088960259886619,2.015059469251426,1.3203648480253638,-99,-99,1,1,1,-99,1,0,0,0,1,1,1,7,1,6,1,1,0,0,0,1,1,1,,,,2,9,1,1,5,0,0,0,0,1,0,0,1,0,0,0,3,3,3,3,3,1,3,3,1,2,3,2,3,3,2,4,4,4,4,3,3,0,1,0.7139692691397417,6.2875078503856,0.6818920872450733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,5.0,3.0,8.0,4.0,6,5,7,5,1,0,0,0,,,,0,6.2875078503856,5,5,5,4,7,1,4,7,,0.0,0.0,5,2,5.0,0,7,7,7,7,10.0,7.0,10.0,9.0,10.0,1.0,7,10,1,1,1,1,1,1,1,0,,0,1,5,5,7,1,7,1,1,0,0.0,0.0,0,0,9.0,1,34,17,,,,,"Citizens"
130802,13,1308,9,1,0,1,,1.0,0.0,2,0.2093943264067507,0.9301159314096389,0.72265740599719,0.8578781807896624,1.3497020330322005,0.6048025275397307,0.12599472818408686,-0.7486692931082924,0.5562213951066031,-0.5299786483458875,1.8487201101966195,1.0896945945377954,-99,-99,1,1,1,-99,-99,-99,1,0,1,1,1,7,1,6,1,1,0,0,0,1,1,1,,,,2,9,1,1,1,0,1,0,2,1,0,0,1,0,0,0,5,2,2,2,2,1,2,2,2,2,3,2,3,2,2,3,3,3,3,3,4,0,1,0.10020961672428201,5.849623764424438,-0.3081789400730756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,6.0,5.0,5.0,7.0,10.0,10.0,5,5,7,5,1,1,0,1,1,0,0,0,5.849623764424438,5,5,5,4,4,7,4,4,,4.0,0.0,5,5,5.0,1,7,7,7,1,10.0,10.0,10.0,6.0,6.0,8.0,10,10,1,1,1,1,1,1,1,0,0,0,1,5,5,7,1,7,1,1,4,0.0,0.0,0,0,8.0,1,42,17,,,,,"Citizens"
130803,13,1308,14,1,0,1,,1.0,0.0,2,1.774972269890899,0.002439489571321373,0.07131229042644756,0.8276876896974222,1.3497020330322005,-0.33237494382527033,0.12599472818408686,-0.7486692931082924,0.1893635661346217,-0.33903046814618615,-0.763804382057977,0.38991282652082904,-99,-99,1,1,-99,-99,0,0,1,0,1,1,1,7,1,6,1,1,1,1,0,1,3,1,7,1,,3,9,1,1,5,2,7,0,3,1,0,0,0,0,0,0,5,2,2,2,2,4,2,3,2,2,2,2,4,3,3,3,3,3,3,3,4,0,1,0.28368289501776245,6.771688542837765,0.11324352424230223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,6.0,5.0,7.0,6.0,5.0,5.0,6,9,7,3,0,1,0,0,,,,0,6.771688542837765,3,5,5,7,7,4,1,4,,0.0,5.0,5,6,5.0,0,1,1,7,1,4.0,8.0,10.0,6.0,5.0,10.0,8,4,7,1,1,0,1,0,,,,0,1,5,5,7,1,7,1,1,9,0.0,0.0,0,0,9.0,1,22,17,,,,,"Citizens"
130804,13,1308,5,1,0,0,,0.0,1.0,,1.033883097260157,-0.1812409358232341,0.8529830558793211,0.5349159421195202,0.15955594641643012,-0.9767073264358541,0.12599472818408686,0.6284184270996984,0.8140531889008759,-0.15596784988863616,-1.6633936013260155,-0.25840411514643474,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,1,0,0,0,,0,1,0,0,0,1,,1,,,,2,9,4,1,1,0,0,0,0,1,,0,,0,0,0,0,2,2,2,2,1,3,3,2,2,2,2,3,3,3,3,3,3,3,2,4,0,1,-1.7943571765789477,6.230903701142602,-0.35046808191456363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,10.0,5.0,6.0,10.0,6,7,1,3,0,0,0,0,,,,0,6.230903701142602,5,5,5,4,7,7,1,4,,0.0,0.0,5,5,5.0,0,2,1,7,1,9.0,1.0,3.0,8.0,9.0,9.0,9,7,7,5,0,0,0,1,1,0,0,0,1,5,5,7,1,7,1,7,4,4.0,2.0,0,1,2.0,0,55,0,,,,,"Citizens"
130805,13,1308,9,1,0,0,,0.0,1.0,,1.774972269890899,0.2839343884516986,0.9825719314812341,0.19290687194141598,0.15955594641643012,-1.1021056827646327,0.9504834990374929,2.3090794224158686,0.1750719789935285,-0.21426459762251648,1.4199864259435406,1.627733142258591,1,-99,-99,1,1,1,1,0,1,0,1,1,1,7,1,6,1,1,1,1,0,1,1,1,1,1,,2,9,4,1,1,0,0,0,0,1,0,0,1,1,0,0,5,2,2,3,2,1,3,2,2,2,2,2,3,2,2,4,3,4,3,3,3,1,1,1.020265271709478,6.231470679409684,0.34720589997897344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,10.0,10.0,10.0,9.0,5.0,5.0,5,5,4,3,0,1,0,1,0,,,0,6.231470679409684,5,5,5,7,7,7,4,7,,0.0,0.0,4,0,5.0,0,7,4,7,1,7.0,10.0,10.0,5.0,5.0,6.0,7,10,1,5,1,1,1,1,1,0,1,0,3,5,5,7,4,7,7,1,0,0.0,5.0,0,2,9.0,0,28,17,,,,,"Citizens"
130806,13,1308,9,1,1,1,,0.0,0.0,2,1.774972269890899,-0.22080138671742916,0.8424506471871509,-0.0320005155624947,-0.6721408488576013,0.6712036551655272,0.12599472818408686,-1.37384979472336,-1.35597626528936,-0.5060581380215109,2.015059469251426,2.010674883479868,1,-99,1,1,1,1,0,0,1,-99,1,1,1,7,1,6,1,1,0,0,1,1,1,1,,,1,3,9,4,1,1,0,0,0,0,0,0,1,0,1,0,1,5,2,2,2,2,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,1,1,1.0610398195353015,5.668814460910533,0.5739866699731968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,5.0,10.0,10.0,6.0,5.0,10.0,5,5,7,5,0,0,0,1,1,0,,1,5.668814460910533,4,5,5,7,7,1,3,7,,0.0,0.0,0,0,0.0,1,7,7,7,7,3.0,1.0,4.0,6.0,5.0,3.0,8,10,1,1,1,1,1,1,0,,,1,1,1,5,7,1,1,1,1,3,0.0,5.0,1,0,9.0,1,46,17,,,,,"Citizens"
130807,13,1308,9,1,0,0,,0.0,1.0,,1.774972269890899,0.08578071300886946,0.18154827697578746,-0.21964153173455034,1.5160413920870068,0.3069071086343162,0.12599472818408686,-0.7486692931082924,-0.09815244235215415,0.02709476836891385,2.015059469251426,0.9570990760515058,-99,-99,1,1,1,-99,0,1,-99,0,-99,1,1,7,1,6,1,1,0,0,0,1,1,1,,,,2,9,1,1,5,0,0,0,0,1,0,1,1,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,3,2,2,4,3,2,2,1,4,0,1,0.0982344233290784,6.189427762125099,-0.8612563256906576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,5.0,8.0,6.0,5.0,5.0,6,5,1,4,1,1,0,0,,,,0,6.189427762125099,3,4,4,7,7,3,1,7,,5.0,0.0,2,2,6.0,0,7,7,7,7,4.0,6.0,10.0,6.0,5.0,7.0,10,10,7,1,,1,1,1,1,0,0,0,1,5,5,7,1,7,1,1,9,0.0,0.0,0,2,9.0,1,30,17,,,,,"Citizens"
130808,13,1308,18,1,1,1,,0.0,0.0,2,0.2093943264067507,1.6442707628285733,0.6746792365203349,-0.10659848026245487,0.7546289897243154,0.5973388415670123,0.12599472818408686,-0.1976593810298748,-0.8029475966719756,-0.3122395798661113,2.015059469251426,0.5973388415670123,-99,-99,1,1,1,1,-99,0,1,-99,1,1,1,7,1,6,1,1,0,0,0,1,1,1,,,,3,9,1,1,5,1,2,0,0,1,0,,1,,0,0,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,0,1,0.4471740608370911,5.899789459466005,-0.358184317267476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,,,5.0,6.0,6.0,10.0,9.0,7.0,6,6,1,3,1,1,0,1,1,0,0,0,5.899789459466005,5,5,5,4,4,4,7,4,,5.0,5.0,0,2,5.0,0,7,7,7,7,0.0,5.0,5.0,3.0,6.0,1.0,5,8,7,5,1,1,0,1,1,0,0,0,1,5,5,7,1,7,1,1,5,0.0,0.0,0,0,9.0,1,29,17,,,,,"Citizens"
130809,13,1308,9,1,0,1,,1.0,0.0,2,-1.356183617077397,-0.6416958990562649,0.7903587632923258,0.2860665724168549,0.15955594641643012,-0.33742527397626776,0.12599472818408686,2.405487029552565,-0.18154392420909493,-0.40322025005435963,0.8249133826356553,1.082230908565077,1,-99,1,1,1,-99,0,1,-99,-99,-99,-99,1,7,1,6,1,1,0,0,0,1,1,1,,,,2,9,1,1,5,0,0,0,0,1,0,0,0,1,0,0,1,2,2,2,2,1,2,2,3,2,2,2,2,2,3,3,2,3,3,4,3,0,1,-0.3285466430023912,6.080948529495681,-0.5759806705455908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,10.0,10.0,6.0,5.0,5.0,10.0,10,4,1,3,1,0,0,0,,,,0,6.080948529495681,4,5,5,1,1,4,4,4,,0.0,0.0,5,3,5.0,0,7,1,7,7,7.0,9.0,10.0,7.0,2.0,2.0,9,10,1,5,1,1,1,1,1,0,0,0,1,5,5,7,1,7,1,1,5,5.0,6.0,2,0,9.0,1,38,17,,,,,"Citizens"
130810,13,1308,9,1,1,1,,0.0,0.0,1,0.9504834990374929,0.8641293251725312,0.5697550235548721,1.04406684966336,0.08927155350509017,0.17115080659395454,1.774972269890899,0.3861874214618243,-0.667574003315105,0.11182369166377323,2.015059469251426,1.0896945945377954,1,-99,1,1,1,1,1,1,1,0,1,1,1,7,1,6,1,1,1,1,0,1,1,1,5,1,,5,9,4,1,1,1,0,0,0,1,0,1,0,1,0,1,5,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,1,1,1.3708290309209266,5.783311205204525,0.18626087024803853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,,,8.0,6.0,7.0,8.0,5.0,9.0,10,10,7,5,0,1,0,1,1,0,0,0,5.783311205204525,5,5,5,7,4,7,1,4,,5.0,0.0,5,4,1.0,1,7,7,7,7,1.0,5.0,10.0,7.0,1.0,4.0,10,10,7,5,1,1,1,1,1,0,0,0,3,5,5,7,7,7,1,1,0,0.0,0.0,0,0,9.0,1,55,17,,,,,"Citizens"
130901,13,1309,11,0,0,0,,0.0,0.0,,0.12599472818408686,0.4653955340841021,0.8194097628543476,0.23166377957902443,0.5180052377581691,-0.33742527397626776,0.2927939246294147,0.18168135544157296,0.43748251640202523,-0.5562844408934788,0.2600023455029871,0.7794538715178626,-99,-99,1,1,0,-99,1,0,1,-99,-99,1,0,0,1,2,1,1,0,0,0,1,1,1,,,,1,7,2,1,1,2,0,0,0,1,1,1,1,1,0,0,5,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0.09475776650506061,6.28936068080178,0.796515255730601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,2,1,0,0,0,,,,0,6.28936068080178,4,4,4,7,1,7,7,1,,0.0,0.0,0,0,0.0,1,1,7,7,7,10.0,10.0,10.0,6.0,5.0,7.0,9,10,1,1,0,0,1,1,1,0,1,0,1,5,5,1,7,7,7,1,0,0.0,0.0,0,0,8.0,0,36,0,,,,,"Citizens"
130902,13,1309,6,0,0,0,,0.0,0.0,,0.12599472818408686,-0.5880277235716284,0.8830819691431665,-0.1704583846001338,-0.6721408488576013,-2.0850646933845254,0.12599472818408686,-0.5309182695673843,-0.10172233945320598,-0.1704583846001338,1.8487201101966195,1.8532974468183412,-99,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,0,2,1,3,1,0,0,0,0,1,1,,,,,3,9,1,1,1,1,0,0,0,1,1,1,1,1,1,1,10,4,4,4,4,1,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,-2.2596719674163324,6.382795928710326,0.10906399323347248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,5.0,10.0,10.0,7.0,10.0,10.0,10,10,1,2,0,0,0,0,,,,0,6.382795928710326,4,4,4,7,1,1,1,7,,0.0,4.0,0,0,0.0,1,7,7,7,7,7.0,6.0,10.0,8.0,6.0,7.0,10,10,1,5,1,1,1,1,1,0,0,1,4,4,4,7,1,1,1,1,0,0.0,0.0,0,0,8.0,0,54,12,,,,,"Citizens"
