HHID,DistrictID,VillageID,weight,z,zdelib,zinfo,zelite,zoinfo,zspill,tinfo,H100,H200,H300,H400,H500,H600,H101,H201,H301,H401,H501,H601,X1010,X1020,X1030,X1040,X1050,X1060,X1070,X1080,X1090,X1100,X1110,X1120,X1130,X1140,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100,X2110,X2120,X2130,X2140,X2150,X2160,X2170,X2180,X2190,X2200,X2210,X2220,X2230,X3010,X3020,X3030,X3040,X3050,X3060,X3070,X3080,X3090,X3100,X3110,X3120,X3130,X3140,X3150,X3160,X3170,X3180,X3190,X3200,X3210,X3220,X3230,X3240,X3250,X3260,X3270,X3280,X3290,X1,X2,X3,Xcitizen0,Xempsector0,X1011,X1021,X1031,X1041,X1051,X1061,X1071,X1081,X1091,X1101,X1111,X1121,X1131,X1141,X2011,X2021,X2031,X2041,X2051,X2061,X2071,X2081,X2091,X2101,X2111,X2121,X2131,X2141,X2151,X2161,X2171,X2181,X2191,X2201,X2211,X2221,X2231,X3011,X3021,X3031,X3041,X3051,X3061,X3071,X3081,X3091,X3101,X3111,X3121,X3131,X3141,X3151,X3161,X3171,X3181,X3191,X3201,X3211,X3221,X3231,X3241,X3251,X3261,X3271,X3281,X3291,Xcitizen1,Xempsector1,H610,H510,H520,H130,H140,H310,H320,H240,H330,H340,H350,H430,H440,H460,H260,H620,H630,H640,H650,H660,H670,H680,H690,consumption,H450,H370,H380,H110,H120,H210,H250,H360,H150,H220,H230,H410,H420,H530,H611,H511,H521,H131,H141,H311,H321,H241,H331,H341,H351,H431,H441,H461,H261,H621,H631,H641,H651,H661,H671,H681,H691,H451,H371,H381,H111,H121,H211,H251,H361,H151,H221,H231,H411,H421,H531,male,age,school,mod1,asst1,mod2,asst2,sample
300603,30,3006,12,0,0,0,,0.0,0.0,,-1.10915389286715,-0.6397937813378384,-1.1223971588292434,-0.24681665022035856,1.5160413920870068,0.17861449256667286,-0.6150944444466552,0.3861874214618243,-2.339877583564097,-0.3909144096426442,2.015059469251426,2.265301986432949,1,-99,-99,1,1,0,-99,-99,0,-99,0,0,0,13,0,,1,1,0,0,1,0,1,2,,,1,,7,4,2,3,4,6,7,4,0,0,0,1,1,1,1,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,0,0,0.0859451599271185,7.050724152154041,-0.400994649953947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,1.0,0.0,10.0,4.0,4.0,7.0,3,5,7,3,0,1,0,1,1,0,0,0,7.050724152154041,2,3,4,2,1,4,1,3,,0.0,0.0,0,1,6.0,1,7,7,4,1,1.0,1.0,10.0,1.0,1.0,1.0,0,10,7,5,1,1,0,1,1,1,,1,1,1,2,4,1,7,1,4,0,0.0,0.0,0,0,9.0,0,30,23,,,,,"Citizens"
300604,30,3006,4,0,0,0,,0.0,0.0,,-1.356183617077397,-0.4463381943040292,-0.9770306512008846,-0.08124132764339202,0.15955594641643012,-0.14156606973210192,-1.356183617077397,1.5825849843943547,0.25352816529712124,-0.1512318821107922,1.1833626739773941,0.16778391982662294,1,-99,1,1,-99,0,0,-99,-99,0,-99,-99,1,7,1,3,1,1,0,0,1,0,1,2,,,1,,7,4,2,3,4,4,1,3,0,0,0,1,0,1,1,3,3,3,2,3,2,2,3,3,2,3,3,3,3,2,3,2,2,2,2,2,0,0,-0.4174281300202203,7.140144439427519,-0.10157672236984942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,7,1,,,1.0,6.0,10.0,9.0,6.0,6.0,9,4,7,3,1,1,0,1,1,0,0,0,7.140144439427519,1,2,2,1,1,1,2,2,,3.0,0.0,1,2,5.0,0,7,7,7,1,0.0,10.0,0.0,7.0,10.0,9.0,10,8,4,2,1,0,0,1,1,0,0,0,1,4,5,1,1,7,7,1,1,9.0,4.0,2,1,4.0,0,35,17,,,,,"Citizens"
300605,30,3006,8,0,0,0,,0.0,0.0,,0.12599472818408686,-0.4189924172881125,-0.8953832370119407,-0.18041040431543146,2.1813988283062318,-0.2509404291737164,-0.5316948462239913,-0.46495511446576326,0.6038779518076562,-0.5299786483458875,-0.6721408488576013,0.3069071086343162,1,-99,-99,-99,,0,-99,-99,-99,0,-99,0,1,7,0,,1,1,0,0,1,0,1,3,,,1,,7,4,2,3,2,4,5,2,1,0,0,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,0,0,-0.7616967940223363,6.825973771605531,-0.6429445777140923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,5.0,4.0,6.0,5.0,5.0,4.0,0,6,7,2,0,0,0,1,1,0,0,0,6.825973771605531,3,3,4,7,1,5,5,1,,0.0,1.0,1,0,10.0,0,7,1,7,1,5.0,5.0,10.0,10.0,10.0,10.0,10,10,1,2,1,1,0,0,,,,0,1,5,5,1,4,7,1,1,0,0.0,0.0,0,0,0.0,0,55,0,,,,,"Citizens"
300606,30,3006,4,0,0,0,,0.0,0.0,,-1.356183617077397,-0.8146324482099135,-0.6556363169927304,0.09964972110858361,0.32589530547123635,0.1752476057993412,0.12599472818408686,0.5979406494633169,-0.5950813827493941,-0.12785648416672918,0.5180052377581691,0.9313867721071687,1,-99,1,1,1,0,1,-99,-99,0,-99,-99,0,13,1,3,1,1,0,0,1,0,1,3,,,2,,7,4,2,3,3,6,2,5,0,0,0,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,0,0,0.01590165812201361,7.347684589746777,-0.7773275287342248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,6.0,10.0,8.0,6.0,2.0,9,6,7,4,1,0,0,1,1,0,0,0,7.347684589746777,4,3,3,1,1,1,1,6,,0.0,0.0,0,0,6.0,0,7,7,7,7,0.0,0.0,10.0,0.0,10.0,0.0,10,10,7,5,1,0,0,1,1,0,0,1,1,5,5,7,1,1,7,7,0,0.0,1.0,0,0,0.0,1,56,23,,,,,"Citizens"
300607,30,3006,16,0,0,0,,0.0,0.0,,-1.356183617077397,-1.0983466268524427,-1.4094797958865684,0.5229794103503055,1.3497020330322005,0.6048025275397307,0.12599472818408686,1.3165380700116895,-0.03181991497982442,-0.12785648416672918,0.5180052377581691,0.5973388415670123,-99,-99,-99,1,1,1,-99,-99,-99,0,1,1,0,7,0,,1,1,0,0,1,0,1,2,,,1,,7,4,2,3,3,5,7,5,0,0,0,0,1,1,1,5,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,3,2,2,0,0,-0.20422724831650338,6.892310761114506,-2.1984898383098317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,1.0,0.0,10.0,4.0,3.0,3.0,5,3,7,3,1,1,0,1,1,0,0,0,6.892310761114506,2,3,4,1,1,1,1,3,,0.0,0.0,5,6,5.0,0,7,7,7,7,0.0,10.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,0,1,1,0,0,0,1,1,5,7,1,7,7,1,0,0.0,0.0,0,0,0.0,0,37,17,,,,,"Citizens"
300608,30,3006,12,0,0,0,,0.0,0.0,,0.12599472818408686,-0.3494571239349807,-0.5244429550938446,0.05716398552803309,1.3497020330322005,0.1752476057993412,0.12599472818408686,0.8831374125852599,0.9200846065311304,-0.12785648416672918,1.0170233149225878,-0.25840411514643474,1,-99,-99,1,1,0,-99,-99,1,0,-99,0,0,13,1,3,1,1,0,0,1,0,1,2,,,1,,7,4,2,3,4,3,1,5,0,1,1,1,1,1,1,5,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,3,2,3,0,0,0.08136033325191783,6.755912235271978,-1.3681879602648543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,5.0,5.0,10.0,5.0,6.0,10.0,10,5,7,4,1,0,0,1,1,0,0,0,6.755912235271978,3,2,3,7,1,1,4,4,,0.0,0.0,0,1,5.0,0,7,7,7,7,10.0,9.0,10.0,9.0,10.0,8.0,10,10,7,5,0,0,0,1,1,0,0,0,1,5,5,7,1,7,1,1,3,3.0,0.0,0,0,3.0,1,19,23,,,,,"Citizens"
300609,30,3006,4,0,0,0,,0.0,0.0,,-1.356183617077397,-0.6331713025775101,0.11701035298086887,-0.31911082121931217,0.4922346645260427,0.1752476057993412,-0.5316948462239913,-0.5189936523943357,-0.47398549073767887,0.9692046880533269,0.7216825097401907,0.3069071086343162,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,0,7,1,3,1,1,0,0,1,0,1,2,,,1,,7,4,2,3,2,5,3,4,0,0,0,1,1,1,1,6,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,0,0,-1.5961249777180515,6.984604824595027,-0.4719219555605237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,5.0,9.0,10.0,6.0,5.0,10.0,7,9,1,3,1,0,0,1,1,0,0,0,6.984604824595027,3,3,5,1,1,1,4,3,,0.0,0.0,1,0,7.0,0,4,7,4,4,2.0,7.0,5.0,2.0,6.0,4.0,9,3,1,2,1,1,0,0,,,,0,5,5,5,1,4,7,1,1,3,2.0,1.0,9,7,6.0,0,59,17,,,,,"Citizens"
300610,30,3006,8,0,0,0,,0.0,0.0,,-1.356183617077397,0.3739098774916177,-1.1597120515304764,0.11554176027028978,0.32589530547123635,0.1752476057993412,-1.356183617077397,-0.2853960865517863,0.6212356465548161,-0.5299786483458875,-0.6721408488576013,0.16778391982662294,1,-99,1,1,1,1,-99,-99,-99,0,1,1,1,13,1,3,1,1,0,0,1,0,2,2,,,1,,7,4,2,3,5,4,2,7,0,1,1,1,1,1,1,4,3,2,2,3,2,3,3,3,2,3,2,2,2,2,1,2,3,2,2,2,0,1,0.4466224531990729,7.162237987235522,0.24943644732414105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,8.0,8.0,5.0,4.0,6.0,6,2,6,5,1,0,0,1,1,0,0,0,7.162237987235522,3,4,1,1,1,1,3,1,,5.0,0.0,0,5,6.0,0,7,1,1,7,5.0,10.0,6.0,10.0,10.0,5.0,10,10,1,1,1,0,0,1,1,0,0,0,1,5,5,1,1,7,7,1,0,0.0,0.0,0,0,0.0,0,46,23,,,,,"Citizens"
300701,30,3007,4,1,0,1,,1.0,0.0,1,0.2927939246294147,-1.3356895832859752,-0.5366955134279128,-0.13966663292255627,0.19689385934364548,0.3949631566718265,0.12599472818408686,0.10247324281929508,0.38215354453426775,-0.20667629316546227,-0.6721408488576013,-0.048368583373549254,-99,-99,-99,1,0,-99,0,1,0,-99,0,0,0,0,1,3,1,1,0,0,1,0,1,1,,,1,,7,4,2,1,7,0,7,2,0,0,0,0,0,0,0,10,4,1,1,4,2,2,2,1,3,4,3,2,2,3,1,2,3,3,3,3,0,1,0.05109168403983427,7.010604914394292,-0.3496677550551981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,,,5.0,10.0,0.0,10.0,4.0,0.0,6,9,7,3,0,1,1,0,,,,0,7.010604914394292,2,3,4,1,7,1,7,1,,0.0,0.0,0,0,10.0,0,7,1,7,7,5.0,8.0,10.0,5.0,10.0,8.0,10,10,1,4,,1,0,0,,,,0,,5,5,7,1,7,1,1,0,0.0,0.0,0,2,0.0,0,40,0,,,,,"Citizens"
300702,30,3007,4,1,0,1,,1.0,0.0,1,-1.356183617077397,-0.7518427807942764,1.132304573179132,-0.11372466217432729,1.6823807511418134,-0.32117941486619284,-1.356183617077397,2.0490348473821007,0.7567485230580862,-0.5299786483458875,1.6823807511418134,0.16778391982662294,-99,-99,-99,1,1,1,1,0,1,0,1,1,1,7,1,1,1,1,0,0,1,0,1,1,,,1,,6,4,2,3,7,3,7,2,0,1,1,1,1,1,1,5,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,0,1,0.7169172201446835,7.596124981419502,-0.3839201217331533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,10.0,10.0,5.0,10.0,10.0,10.0,10,6,7,3,0,1,0,0,,,,0,7.596124981419502,2,3,4,1,1,1,7,7,,0.0,0.0,0,0,7.0,0,7,7,7,7,10.0,10.0,10.0,10.0,10.0,3.0,10,10,1,5,1,0,0,1,1,0,0,0,1,5,5,1,1,4,7,1,1,0.0,6.0,0,0,7.0,0,34,17,,,,,"Citizens"
300703,30,3007,9,1,1,1,,0.0,0.0,1,-1.356183617077397,0.5111677927317754,0.38796572443189065,0.47959530900061853,-0.834088774969317,0.4713475750460256,-0.12103499602616045,1.202159862697344,0.06495489435232894,0.8737306913719692,0.5591989305837474,-0.9767073264358541,-99,-99,-99,1,0,0,1,0,1,0,0,0,0,0,1,5,1,1,0,0,1,0,2,1,,,1,,7,4,2,1,7,2,5,3,0,1,1,0,0,0,0,5,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,0,1,0.7017322159904953,6.968893562686112,-0.97506823976445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,,,6.0,0.0,5.0,6.0,9.0,10.0,4,8,6,4,0,1,1,1,0,,,0,6.968893562686112,2,5,4,1,1,7,1,7,,0.0,5.0,10,0,5.0,0,3,5,4,5,9.0,5.0,8.0,10.0,5.0,8.0,5,3,6,5,0,0,0,0,,,,0,1,5,1,6,1,1,3,5,3,10.0,0.0,10,8,9.0,0,48,0,,,,,"Citizens"
300704,30,3007,9,1,0,1,,1.0,0.0,1,-1.356183617077397,-1.0983466268524427,0.744288363638466,0.19342656434248504,0.6843445968129753,0.38991282652082904,0.12599472818408686,-0.46495511446576326,0.5886871142077508,-0.41013856043063623,-0.6721408488576013,0.9146028439400892,1,-99,1,1,0,-99,1,0,0,0,1,1,1,7,1,1,1,1,0,0,1,0,2,1,,,1,,7,4,2,1,7,0,7,5,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1.0130153882480766,7.327064281953995,-2.1190239238071578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,0.0,5.0,10.0,6,8,7,3,1,0,1,0,,,,0,7.327064281953995,5,5,5,1,1,1,1,7,,0.0,0.0,0,0,1.0,0,7,1,7,7,5.0,10.0,10.0,10.0,5.0,10.0,10,10,1,2,1,0,0,1,1,1,,0,2,5,5,7,1,7,1,1,0,0.0,0.0,0,0,0.0,1,54,17,,,,,"Citizens"
300705,30,3007,9,1,0,0,,0.0,1.0,,-1.356183617077397,0.08196476423732488,-0.6430969603051362,0.0884459420183607,1.6823807511418134,1.034245209131413,,,,,,,1,-99,-99,1,1,1,1,0,0,0,1,1,0,0,1,3,1,1,0,0,1,0,1,1,,,1,,7,4,2,1,7,7,7,7,0,1,1,1,1,1,1,5,1,2,3,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,0,1,1.0172218576892234,7.063378562556274,1.2210624365763583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,5.0,4.0,0.0,10.0,0.0,0.0,0,10,7,1,1,1,1,0,,,,0,7.063378562556274,5,5,5,1,1,1,7,1,,0.0,10.0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,0,,,,,"Citizens"
300706,30,3007,9,1,1,1,,0.0,0.0,1,-1.356183617077397,1.4140398920790116,-0.8632260356931606,0.9066649068185737,0.5180052377581691,-0.9767073264358541,0.12599472818408686,-0.13486971361423758,-0.019017556314580707,-0.008016396251477974,-1.0707125269354634,-0.7043699819034149,-99,-99,-99,1,1,-99,0,0,0,0,0,0,1,7,1,4,1,1,0,0,1,0,1,1,,,1,,7,4,2,1,7,0,7,2,0,1,1,1,1,1,1,10,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,0,1,0.35592206686428834,6.986044248563814,0.23181394926429774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,2.0,3.0,3.0,5.0,5.0,5.0,5,0,7,4,0,0,0,0,,,,0,6.986044248563814,2,5,3,1,1,1,1,1,,10.0,7.0,7,10,0.0,0,1,7,7,1,0.0,10.0,0.0,10.0,10.0,10.0,10,10,7,4,0,0,0,1,0,,,0,2,2,4,7,1,7,7,1,0,0.0,0.0,0,0,0.0,0,19,17,,,,,"Citizens"
300707,30,3007,9,1,0,0,,0.0,1.0,,-1.356183617077397,-0.5309182695673843,0.8364291629461856,-0.18046806926191217,0.19689385934364548,0.6560428735920191,-1.356183617077397,0.13056969697674428,1.6339170470519764,-0.1704583846001338,0.5180052377581691,0.38991282652082904,-99,-99,-99,1,0,0,1,1,0,0,0,0,1,7,1,3,0,1,0,0,1,0,,1,,,1,,7,4,2,3,7,7,7,7,0,0,0,0,0,0,0,3,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,3,0,0,0.7017509112309073,7.372079476027939,-2.324095049198361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,,,10.0,10.0,10.0,10.0,5.0,10.0,8,10,7,5,0,1,1,1,1,0,0,0,7.372079476027939,1,5,5,1,1,1,1,1,,0.0,0.0,0,0,10.0,0,7,7,1,1,10.0,10.0,10.0,10.0,10.0,10.0,10,10,1,2,1,0,1,0,,,,0,4,5,5,1,1,7,1,7,0,0.0,3.0,0,0,0.0,0,21,17,,,,,"Citizens"
300708,30,3007,22,1,1,1,,0.0,0.0,1,-1.356183617077397,-0.8146324482099135,1.1495506258811627,0.35150386749427565,0.5180052377581691,2.1796494875522314,0.12599472818408686,1.0829993490150098,-0.6789504397964314,0.23166377957902443,0.5180052377581691,1.8532974468183412,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,3,1,1,1,0,1,0,5,2,15,,2,,5,4,2,3,7,7,7,7,0,1,1,1,1,1,1,10,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2,3,3,1,0,2.057723571257444,7.972916912957679,0.5759007316102334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,,,10.0,10.0,10.0,10.0,10.0,10.0,10,10,7,4,1,1,1,0,,,,1,7.972916912957679,5,5,5,1,1,1,1,1,,0.0,0.0,0,0,0.0,1,7,7,1,7,1.0,1.0,8.0,7.0,9.0,5.0,10,10,7,5,1,1,1,1,1,0,0,1,4,4,4,7,1,7,7,1,2,0.0,0.0,0,0,0.0,1,60,23,,,,,"Citizens"
300709,30,3007,9,1,0,0,,0.0,1.0,,1.033883097260157,3.4262474896997124,1.0760917028985455,0.047274842697597734,-2.0945192544964275,0.9806448799682219,1.033883097260157,0.07849212161246825,1.343328766704659,0.6843833520416766,0.4219502716147027,-0.82156744250625,-99,-99,-99,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,1,0,1,2,,,1,,7,4,2,1,7,0,7,0,1,1,1,0,0,0,0,10,4,4,4,4,4,3,3,2,4,4,3,2,2,2,2,2,2,2,2,3,0,1,0.69861436873461,6.774225733592653,0.9500376814185172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,5.0,9.0,10.0,10.0,6.0,10.0,0,9,1,1,0,0,1,1,1,1,,0,6.774225733592653,5,5,5,4,7,7,7,7,,10.0,8.0,0,5,1.0,0,7,4,7,1,10.0,8.0,8.0,8.0,10.0,9.0,8,10,7,1,,0,0,0,,,,0,5,5,5,4,7,7,4,7,0,0.0,3.0,2,3,3.0,0,60,0,,,,,"Citizens"
300710,30,3007,17,1,1,1,,0.0,0.0,1,-1.356183617077397,-0.16799597830257723,1.4256993851235038,-0.29810775787370947,-0.10469469465444756,1.082230908565077,1.774972269890899,0.3861874214618243,0.9312815562517601,-0.12785648416672918,0.5180052377581691,0.5973388415670123,1,-99,1,1,1,1,1,0,1,0,1,1,1,13,1,3,1,1,0,0,1,0,4,1,,,1,,4,4,2,3,7,0,7,7,0,0,0,0,0,0,0,4,3,1,2,2,2,2,1,3,2,2,2,3,2,2,2,3,2,2,2,3,0,1,1.3677669216602601,7.749976649899297,-1.2987704650079976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6,,,9.0,10.0,10.0,10.0,10.0,10.0,5,4,7,3,1,1,1,1,1,0,0,0,7.749976649899297,2,5,4,1,1,1,7,7,,0.0,0.0,0,0,7.0,0,7,7,7,7,8.0,8.0,10.0,10.0,10.0,10.0,10,10,7,5,1,1,0,1,1,0,0,0,1,5,5,7,7,7,1,1,0,0.0,0.0,0,0,0.0,1,32,23,,,,,"Citizens"
300801,30,3008,21,1,1,1,,0.0,0.0,1,0.12599472818408686,-0.14877874448706926,-1.0776869267098443,-0.2593854469046867,-0.33946213074798876,1.0896945945377954,0.12599472818408686,-1.065220362164103,-1.823504035548934,-0.12785648416672918,0.5180052377581691,0.40110835547990653,1,-99,-99,1,-99,-99,1,-99,-99,-99,1,1,1,10,1,3,1,1,0,0,1,0,4,2,,,2,,2,4,4,3,7,3,7,7,0,0,0,1,0,0,0,9,3,3,3,4,1,3,4,3,2,2,2,,2,,2,2,3,3,,3,0,1,-0.6684149393320635,6.970325921327706,-0.01989496468036192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,2.0,3.0,4.0,9.0,9.0,2.0,5,10,7,5,1,1,1,1,1,0,0,0,6.970325921327706,1,1,4,7,1,7,1,1,,1.0,0.0,0,0,2.0,1,7,7,7,7,0.0,0.0,0.0,10.0,10.0,0.0,10,10,7,4,1,0,1,0,,,,0,1,1,1,7,1,7,1,1,0,0.0,0.0,0,0,0.0,0,37,20,,,,,"Citizens"
300802,30,3008,7,1,1,1,,0.0,0.0,1,0.40082431846855554,1.1647382589975062,-0.16280721473243945,0.07304872732114341,-0.6721408488576013,0.8371155610674258,-1.356183617077397,1.1826627398190472,-0.7856691738369955,0.23166377957902443,-0.6721408488576013,0.6526759868246874,1,-99,1,1,0,-99,1,0,1,0,1,1,1,7,1,3,1,1,0,0,0,1,2,2,,,,1,7,4,2,5,5,1,7,4,0,1,1,1,1,0,0,10,3,2,2,3,1,2,4,,2,2,2,,2,2,1,2,2,3,,4,1,1,1.0160588022683312,7.32325898800415,0.14443480678261011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1,,,4.0,8.0,7.0,7.0,10.0,3.0,6,10,7,5,1,0,1,1,1,0,,0,7.32325898800415,1,4,4,7,2,7,7,1,,0.0,1.0,4,0,0.0,0,7,1,7,7,0.0,8.0,10.0,10.0,10.0,10.0,10,10,7,5,1,0,1,1,1,0,0,0,4,1,1,1,1,7,4,1,0,2.0,0.0,0,0,0.0,1,38,17,,,,,"Citizens"
300803,30,3008,7,1,0,1,,1.0,0.0,2,0.12599472818408686,-0.6158561864804286,-1.074768344579568,-0.13286959647940053,-0.33946213074798876,1.0896945945377954,0.12599472818408686,1.4865146145153139,-0.09129993869433342,0.4577990285707945,-0.6721408488576013,0.5973388415670123,1,-99,1,1,1,-99,1,0,1,0,-99,1,1,13,1,3,1,1,1,0,1,1,2,1,11,,1,2,7,4,1,1,4,0,7,3,1,1,1,1,1,0,0,3,,2,2,2,2,3,3,3,3,3,2,2,4,4,2,3,2,3,3,3,0,1,0.7059983101549757,7.002617148257863,0.9257317820205455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,0.0,1.0,0.0,5.0,8.0,2.0,6,8,7,5,1,1,1,1,1,0,0,0,7.002617148257863,1,4,4,7,1,7,1,1,,1.0,0.0,2,0,2.0,0,7,1,7,7,5.0,7.0,7.0,4.0,7.0,5.0,5,8,7,1,1,1,0,1,1,0,0,0,1,5,5,7,1,7,7,1,1,4.0,5.0,5,5,0.0,0,28,23,,,,,"Citizens"
300804,30,3008,7,1,0,1,,1.0,0.0,1,0.12599472818408686,1.0976680461692108,-1.061665076977054,0.15262512800312916,-0.6721408488576013,1.0288997876905948,0.12599472818408686,1.1997687095133498,-0.797493413304099,0.01867127480049739,0.8506839558677816,1.3684053798202762,-99,-99,-99,1,-99,-99,1,1,1,1,-99,1,1,0,1,3,1,1,0,0,1,0,2,2,,,1,,2,4,2,3,5,2,7,7,1,0,0,0,0,0,0,2,4,3,3,4,2,4,4,2,2,2,2,2,2,2,2,3,3,3,2,4,1,1,-0.3689159564364903,7.5210671592742235,0.12177280587084713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,,,3.0,3.0,9.0,5.0,9.0,2.0,8,9,7,5,1,1,1,1,0,,,0,7.5210671592742235,4,4,2,7,1,7,1,1,,5.0,0.0,0,0,0.0,1,7,7,1,4,3.0,3.0,9.0,5.0,6.0,7.0,7,8,4,5,1,1,0,1,1,0,0,1,5,5,2,7,1,7,7,1,5,0.0,0.0,0,0,2.0,1,33,2,,,,,"Citizens"
300805,30,3008,7,1,0,1,,1.0,0.0,1,0.12599472818408686,-1.065220362164103,-1.5349484133864946,-0.2593854469046867,0.5180052377581691,0.6601396727974058,0.12599472818408686,0.3861874214618243,-0.40201782437510575,-0.3289175662563083,1.3497020330322005,0.6526759868246874,1,-99,1,1,1,1,1,1,1,0,1,-96,1,7,1,3,1,1,0,0,1,1,2,2,,,1,1,7,4,2,3,7,0,7,6,0,1,1,1,1,0,0,7,3,3,2,4,2,3,2,2,3,3,3,,3,3,2,2,2,3,2,3,0,1,0.9570866294013521,7.248877046371074,0.6928280564839261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,,,0.0,0.0,0.0,4.0,8.0,2.0,5,10,7,4,1,0,1,1,1,0,0,0,7.248877046371074,1,2,4,7,1,7,1,1,,0.0,0.0,0,0,0.0,0,7,7,7,4,10.0,10.0,10.0,10.0,10.0,0.0,10,10,4,5,1,0,1,1,1,0,0,0,1,2,2,7,1,7,1,1,0,0.0,0.0,0,0,5.0,1,45,17,,,,,"Citizens"
